15:50:22, Fri Nov 27, 2015: User: mewing, xQuest Search Submitted from /IMSB/ra/mewing/8ProteinNewXquestMods.
12:35:19, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/AU.
12:35:19, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/AUU.
12:35:19, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/UAUU.
12:35:19, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/AG.
12:35:20, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/AUG.
12:35:20, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/AUGU.
12:35:20, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/AGG.
12:35:20, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/UGGA.
12:35:20, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/CA.
12:35:20, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/CAU.
12:35:20, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/CUAU.
12:35:21, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/GCA.
12:35:21, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/ACUG.
12:35:21, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/GGCA.
12:35:21, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/CCA.
12:35:21, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/CCAU.
12:35:21, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/AGCC.
12:35:21, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/CACC.
12:35:21, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/AA.
12:35:22, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/AAU.
12:35:22, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/AUAU.
12:35:22, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/AAG.
12:35:22, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/AAUG.
12:35:22, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/AAGG.
12:35:22, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/CAA.
12:35:22, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/CAAU.
12:35:22, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/GCAA.
12:35:23, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/ACCA.
12:44:21, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split393CID_D2it100series/subdirectory_8_Jun05CID393.
12:44:21, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split393CID_D2it100series/subdirectory_7_Jun05CID393.
12:44:22, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split393CID_D2it100series/subdirectory_10_Jun05CID393.
12:44:22, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split393CID_D2it100series/subdirectory_9_Jun05CID393.
12:44:22, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split393CID_D2it100series/subdirectory_2_Jun05CID393.
12:44:22, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split393CID_D2it100series/subdirectory_6_Jun05CID393.
12:44:22, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split393CID_D2it100series/subdirectory_1_Jun05CID393.
12:44:23, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split393CID_D2it100series/subdirectory_5_Jun05CID393.
12:44:23, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split393CID_D2it100series/subdirectory_3_Jun05CID393.
12:44:23, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split393CID_D2it100series/subdirectory_4_Jun05CID393.
12:48:10, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/U.
12:48:45, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/UU.
12:49:19, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/UUU.
12:49:53, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/UUUU.
12:50:27, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/G.
12:51:2, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/UG.
12:51:36, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/UGU.
12:52:10, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/UUUG.
12:52:44, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/GG.
12:53:18, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/GUG.
12:53:52, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/UGUG.
12:54:21, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split394CID_C2it100series/subdirectory_5_Jun05CID394.
12:54:21, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split394CID_C2it100series/subdirectory_4_Jun05CID394.
12:54:21, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split394CID_C2it100series/subdirectory_3_Jun05CID394.
12:54:22, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split394CID_C2it100series/subdirectory_6_Jun05CID394.
12:54:22, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split394CID_C2it100series/subdirectory_7_Jun05CID394.
12:54:21, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split394CID_C2it100series/subdirectory_8_Jun05CID394.
12:54:21, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split394CID_C2it100series/subdirectory_10_Jun05CID394.
12:54:21, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split394CID_C2it100series/subdirectory_9_Jun05CID394.
12:54:23, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split394CID_C2it100series/subdirectory_1_Jun05CID394.
12:54:23, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split394CID_C2it100series/subdirectory_2_Jun05CID394.
12:54:25, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/GGUG.
12:54:59, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/C.
12:55:33, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/CU.
12:56:8, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/CUU.
12:56:27, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split393_4CID_D2C2it100series/subdirectory_4_Jun05CID393_4.
12:56:27, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split393_4CID_D2C2it100series/subdirectory_10_Jun05CID393_4.
12:56:27, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split393_4CID_D2C2it100series/subdirectory_3_Jun05CID393_4.
12:56:27, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split393_4CID_D2C2it100series/subdirectory_2_Jun05CID393_4.
12:56:28, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split393_4CID_D2C2it100series/subdirectory_1_Jun05CID393_4.
12:56:26, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split393_4CID_D2C2it100series/subdirectory_9_Jun05CID393_4.
12:56:26, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split393_4CID_D2C2it100series/subdirectory_8_Jun05CID393_4.
12:56:28, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split393_4CID_D2C2it100series/subdirectory_7_Jun05CID393_4.
12:56:29, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split393_4CID_D2C2it100series/subdirectory_6_Jun05CID393_4.
12:56:29, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split393_4CID_D2C2it100series/subdirectory_5_Jun05CID393_4.
12:56:42, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/CUUU.
12:57:15, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/GC.
12:57:24, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/GUC.
12:57:24, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/GUCU.
13:1:58, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split408_9CID_D2C2it100series/subdirectory_10_Jun05CID408_9.
13:1:58, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split408_9CID_D2C2it100series/subdirectory_9_Jun05CID408_9.
13:1:58, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split408_9CID_D2C2it100series/subdirectory_8_Jun05CID408_9.
13:1:58, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split408_9CID_D2C2it100series/subdirectory_2_Jun05CID408_9.
13:1:59, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split408_9CID_D2C2it100series/subdirectory_3_Jun05CID408_9.
13:1:59, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split408_9CID_D2C2it100series/subdirectory_5_Jun05CID408_9.
13:1:59, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split408_9CID_D2C2it100series/subdirectory_6_Jun05CID408_9.
13:1:59, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split408_9CID_D2C2it100series/subdirectory_7_Jun05CID408_9.
13:1:59, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split408_9CID_D2C2it100series/subdirectory_1_Jun05CID408_9.
13:2:0, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split408_9CID_D2C2it100series/subdirectory_4_Jun05CID408_9.
13:4:4, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split414_5CID_D2C2it100series/subdirectory_10_Jun05CID414_5.
13:4:14, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split414_5CID_D2C2it100series/subdirectory_9_Jun05CID414_5.
13:4:15, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split414_5CID_D2C2it100series/subdirectory_8_Jun05CID414_5.
13:4:22, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split414_5CID_D2C2it100series/subdirectory_7_Jun05CID414_5.
13:4:27, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split414_5CID_D2C2it100series/subdirectory_3_Jun05CID414_5.
13:4:28, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split414_5CID_D2C2it100series/subdirectory_5_Jun05CID414_5.
13:4:28, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split414_5CID_D2C2it100series/subdirectory_6_Jun05CID414_5.
13:4:28, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split414_5CID_D2C2it100series/subdirectory_4_Jun05CID414_5.
13:4:28, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split414_5CID_D2C2it100series/subdirectory_2_Jun05CID414_5.
13:4:29, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split414_5CID_D2C2it100series/subdirectory_1_Jun05CID414_5.
13:5:57, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/U.
13:7:0, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/UU.
13:7:58, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split404_5CID_D2C2it100series/subdirectory_2_Jun05CID404D2_5C2.
13:7:58, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split404_5CID_D2C2it100series/subdirectory_6_Jun05CID404D2_5C2.
13:7:58, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split404_5CID_D2C2it100series/subdirectory_4_Jun05CID404D2_5C2.
13:7:58, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split404_5CID_D2C2it100series/subdirectory_9_Jun05CID404D2_5C2.
13:7:58, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split404_5CID_D2C2it100series/subdirectory_5_Jun05CID404D2_5C2.
13:7:58, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split404_5CID_D2C2it100series/subdirectory_3_Jun05CID404D2_5C2.
13:7:58, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split404_5CID_D2C2it100series/subdirectory_8_Jun05CID404D2_5C2.
13:7:58, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split404_5CID_D2C2it100series/subdirectory_7_Jun05CID404D2_5C2.
13:7:58, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split404_5CID_D2C2it100series/subdirectory_10_Jun05CID404D2_5C2.
13:7:59, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split404_5CID_D2C2it100series/subdirectory_1_Jun05CID404D2_5C2.
13:8:3, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/UUU.
13:9:3, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/UUUU.
13:10:4, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/G.
13:11:8, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/UG.
13:12:9, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/UGU.
13:12:25, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split404_5HCD_D2C2ot54series/subdirectory_10_Jun05HCD404D2_5C2.
13:12:25, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split404_5HCD_D2C2ot54series/subdirectory_2_Jun05HCD404D2_5C2.
13:12:26, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split404_5HCD_D2C2ot54series/subdirectory_7_Jun05HCD404D2_5C2.
13:12:26, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split404_5HCD_D2C2ot54series/subdirectory_6_Jun05HCD404D2_5C2.
13:12:26, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split404_5HCD_D2C2ot54series/subdirectory_1_Jun05HCD404D2_5C2.
13:12:25, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split404_5HCD_D2C2ot54series/subdirectory_9_Jun05HCD404D2_5C2.
13:12:26, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split404_5HCD_D2C2ot54series/subdirectory_3_Jun05HCD404D2_5C2.
13:12:27, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split404_5HCD_D2C2ot54series/subdirectory_8_Jun05HCD404D2_5C2.
13:12:27, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split404_5HCD_D2C2ot54series/subdirectory_4_Jun05HCD404D2_5C2.
13:12:27, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/brennstv/pastdata/aTDC03_20/split404_5HCD_D2C2ot54series/subdirectory_5_Jun05HCD404D2_5C2.
13:13:11, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/UUUG.
